1,0,243,"Ross,Rachel,Joey,Chandler","dining_table,chair,potted_plant"
2,243,383,"Ross,Joey",
3,383,411,Chandler,person
4,411,554,Ross,
5,554,693,"Ross,Rachel,Joey,Chandler","dining_table,chair,cup"
6,693,1036,"Monica,Ross,Rachel,Joey,Chandler,Phoebe",
7,1036,1097,"Monica,Ross,Rachel,Joey","person,potted_plant,couch"
8,1097,1166,"Ross,Chandler,Phoebe",chair
9,1166,1223,"Monica,Joey,Chandler,Phoebe",
10,1295,1320,"Ross,Joey,Chandler","chair,bottle"
11,2464,2607,"Ross,Joey,Chandler","dining_table,book,cup"
12,2607,2644,"Monica,Phoebe",potted_plant
13,2644,2732,Chandler,
14,2758,2797,Chandler,
15,2797,2867,"Monica,Phoebe","potted_plant,couch"
16,2867,3016,"Ross,Joey,Chandler,Phoebe","person,dining_table,book,cup"
17,3016,3414,"Monica,Chandler,Phoebe",potted_plant
18,3414,3473,"Monica,Ross,Joey,Chandler","cup,dining_table,person,book,chair"
19,3473,3574,Chandler,person
20,3574,3603,"Monica,Joey",
21,3603,3663,Chandler,
22,3663,3733,"Monica,Ross,Joey,Chandler","chair,book,dining_table,cup"
23,3733,3792,"Chandler,Phoebe",
24,3792,3946,Chandler,
25,3946,4077,"Joey,Chandler,Phoebe",
26,4077,4130,Ross,
27,4130,4166,Phoebe,
28,4166,4275,Ross,
29,4333,4438,Phoebe,
30,4466,4525,Phoebe,
31,4525,4855,"Monica,Ross,Joey,Chandler,Phoebe","dining_table,book,potted_plant,cup"
32,4855,5121,Rachel,
33,5121,5186,Phoebe,person
34,5186,5326,"Ross,Rachel,Chandler",
35,5326,5524,Ross,
36,5524,5650,"Ross,Rachel",potted_plant
37,5650,5954,"Monica,Ross,Rachel",
38,5954,6041,"Monica,Rachel",
39,6041,6086,Joey,
40,6086,6346,"Monica,Ross,Rachel","person,potted_plant"
41,6346,6386,"Ross,Chandler",
42,6386,6443,Rachel,person
43,6443,6516,"Ross,Chandler",
44,6516,6751,"Monica,Rachel",
45,6751,6834,Rachel,
46,6834,7201,Rachel,
47,7201,7412,Rachel,
48,7412,7490,"Ross,Chandler",
49,7490,7530,"Monica,Ross,Chandler","dining_table,chair,potted_plant"
50,7530,7753,"Ross,Chandler",
51,7753,7790,Joey,potted_plant
52,7790,7876,Monica,dining_table
53,7876,7912,"Ross,Chandler",book
54,7950,7983,"Ross,Chandler",microwave
55,7983,8223,Chandler,
56,8331,8557,"Monica,Ross,Chandler,Phoebe",
57,8557,8661,"Monica,Ross,Joey,Phoebe","chair,dining_table"
58,8661,8729,Joey,potted_plant
59,8729,8835,Monica,dining_table
60,8835,8982,"Joey,Phoebe","tv,chair,potted_plant,vase"
61,9003,9178,"Joey,Phoebe","tv,chair,potted_plant"
62,9178,9342,"Monica,Ross,Chandler",
63,9546,9591,Rachel,
64,9636,9756,Rachel,
65,9841,9940,Rachel,
66,10119,10197,Rachel,
67,10240,10279,Rachel,
68,10411,10447,Rachel,
69,10447,10570,Rachel,
70,10811,10908,Rachel,
71,10908,10978,Rachel,
72,11038,11080,Rachel,
73,11156,11314,Rachel,
74,11412,11577,"Monica,Ross,Chandler,Phoebe","dining_table,book"
75,11577,11688,Chandler,flower
76,11688,11728,"Ross,Phoebe",
77,11728,11777,Chandler,
78,11777,11827,Joey,"tv,potted_plant"
79,11827,11972,"Ross,Phoebe","bottle,cup"
80,11972,12024,Chandler,flower
81,12024,12082,"Ross,Phoebe","dining_table,bottle,cup"
82,12082,12236,Chandler,
83,12236,12259,"Ross,Phoebe","dining_table,bottle,cup"
84,12259,12300,Chandler,
85,12300,12338,"Ross,Phoebe","bottle,potted_plant,cup"
86,12338,12422,Monica,
87,12422,12614,"Monica,Ross,Joey,Chandler,Phoebe",book
88,12614,12692,Chandler,
89,12692,12739,Rachel,
90,12762,13058,"Monica,Rachel",
91,13058,13175,Rachel,
92,13175,13234,Monica,"microwave,potted_plant"
93,13234,13267,"Ross,Joey,Chandler,Phoebe","bottle,cup"
94,13292,13414,Monica,
95,13414,13440,Rachel,
96,13440,13564,"Ross,Phoebe","dining_table,potted_plant,cup"
97,13564,13608,"Monica,Rachel","bowl,potted_plant"
98,13608,13693,Ross,
99,13693,13772,"Monica,Rachel,Chandler",potted_plant
100,13772,13850,Rachel,
101,13850,13969,Ross,
102,13969,14129,"Monica,Rachel,Chandler",potted_plant
103,14129,14181,Ross,
104,14181,14276,"Monica,Rachel,Chandler",potted_plant
105,14276,14468,Ross,
106,14468,14500,Rachel,
107,14500,14822,"Ross,Phoebe","person,potted_plant"
