1,0,366,"Monica,Rachel","person,vase,couch,cup"
2,366,432,Monica,couch
3,432,624,"Monica,Rachel","person,chair,cup"
4,624,673,Monica,couch
5,2388,2517,Chandler,"person,keyboard,cup"
6,2548,2781,"Monica,Ross,Rachel,Joey","person,dining_table,chair"
7,2781,2872,"Chandler,Phoebe",person
8,2872,2928,Phoebe,person
9,2928,2970,"Monica,Ross,Rachel,Joey","person,cup"
10,2970,3081,"Chandler,Phoebe","cup,dining_table,person,book,chair"
11,3081,3205,Chandler,
12,3205,3261,"Ross,Rachel,Joey","person,cup"
13,3261,3319,Chandler,person
14,3319,3364,"Monica,Phoebe",person
15,3364,3421,Chandler,person
16,3421,3471,"Monica,Phoebe",person
17,3471,3601,Chandler,person
18,3601,3635,"Monica,Phoebe",person
19,3635,3847,"Monica,Ross,Chandler,Phoebe","person,chair,dining_table,cup"
20,3847,3899,"Ross,Rachel,Chandler",person
21,3899,3996,Chandler,person
22,3996,4093,"Ross,Rachel",person
23,4093,4152,Joey,"person,bottle,cup"
24,4152,4237,Chandler,potted_plant
25,4237,4353,"Monica,Phoebe","person,cup"
26,4353,4389,Chandler,person
27,4389,4628,"Monica,Phoebe","person,cup"
28,4628,4800,Phoebe,person
29,4800,4858,"Monica,Phoebe","person,chair"
30,4858,4996,Chandler,
31,4996,5315,"Monica,Phoebe",person
32,5315,5432,Chandler,
33,5432,5546,"Monica,Phoebe","person,cup"
34,5546,5699,"Monica,Ross,Rachel,Chandler,Phoebe","cup,dining_table,person,chair"
35,5747,5792,"Ross,Joey,Phoebe",
36,5792,5848,Chandler,"person,oven,tie"
37,5848,5988,Rachel,person
38,5988,6018,Chandler,tie
39,6018,6059,"Ross,Joey,Phoebe",
40,6059,6178,"Rachel,Joey,Chandler","tie,oven,potted_plant"
41,6178,6219,"Ross,Phoebe",potted_plant
42,6219,6515,"Rachel,Joey,Chandler","tie,potted_plant"
43,6515,6573,"Ross,Rachel,Phoebe","chair,dining_table,potted_plant"
44,6573,6609,Chandler,"tie,potted_plant"
45,6609,6695,"Ross,Phoebe",
46,6695,6733,Chandler,"tie,bottle,potted_plant"
47,6802,6870,"Ross,Phoebe",potted_plant
48,6870,6906,"Monica,Chandler",tie
49,6906,6948,Rachel,"bowl,oven,cup"
50,6948,7148,"Monica,Rachel","bottle,bowl,oven,potted_plant"
51,7148,7247,"Ross,Chandler,Phoebe","cup,person,potted_plant,tie,chair"
52,7247,7381,"Monica,Ross","cup,dining_table,bowl,couch,person,potted_plant,chair"
53,7381,7415,"Ross,Phoebe",person
54,7415,7452,Monica,"person,potted_plant"
55,7476,7511,Phoebe,person
56,7511,7553,Monica,potted_plant
57,7553,7614,Rachel,"bowl,oven"
58,7614,7679,"Monica,Chandler","tie,book,potted_plant,person"
59,7679,7811,"Joey,Phoebe","oven,cup,dining_table,bowl,person,bottle,chair"
60,7811,7848,Monica,person
61,7848,8039,"Rachel,Phoebe","dining_table,bowl,chair,bottle"
62,8039,8108,"Ross,Joey","chair,couch"
63,8108,8232,Joey,person
64,8232,8412,Ross,potted_plant
65,8412,8455,"Joey,Chandler","tie,chair"
66,8455,8591,"Monica,Rachel,Phoebe","chair,bowl,dining_table,bottle"
67,8591,8728,Ross,potted_plant
68,8728,8796,"Monica,Rachel,Phoebe","chair,bowl,potted_plant,bottle"
69,8796,8931,Ross,potted_plant
70,8931,8967,"Monica,Rachel,Phoebe","chair,bowl,bottle,potted_plant"
71,8967,9059,Chandler,tie
72,9059,9100,"Monica,Chandler","tie,chair,potted_plant,person"
73,9100,9243,"Ross,Joey",dining_table
74,9243,9439,"Ross,Joey",
75,9439,9610,Joey,person
76,9610,9648,"Ross,Joey",dining_table
77,9727,9778,Ross,"tv,tie"
78,9871,10005,Ross,"tv,person,book,tie"
79,10183,10223,"Monica,Joey","bowl,vase,person,book,chair"
80,10223,10327,Joey,"chair,potted_plant"
81,10327,10501,"Monica,Joey",
82,10501,10643,Joey,chair
83,10643,10707,"Monica,Rachel,Joey","person,chair,dining_table,potted_plant"
84,10707,10806,"Monica,Rachel,Chandler","person,chair"
85,10806,10850,"Rachel,Joey,Phoebe","chair,dining_table"
86,10850,11166,Chandler,tie
87,11166,11277,"Rachel,Joey,Phoebe","dining_table,chair"
88,11277,11335,Chandler,"tie,person"
89,11335,11423,"Rachel,Joey,Chandler","person,chair,microwave,potted_plant"
90,11423,11605,"Rachel,Chandler","tie,chair,person"
91,11605,11726,"Rachel,Chandler","tie,person"
92,11726,11806,"Rachel,Chandler",tie
93,11806,11880,"Monica,Chandler","person,tie"
94,11880,12006,Chandler,"person,tie"
95,12006,12183,"Monica,Rachel","person,potted_plant"
96,12183,12406,"Monica,Chandler","person,potted_plant,tie"
97,12406,12638,Monica,book
98,12638,12702,"Rachel,Joey,Chandler,Phoebe","tie,chair,dining_table,potted_plant"
99,12702,12757,Monica,book
100,12757,12799,Phoebe,"tie,couch"
101,12799,12864,Monica,book
102,12864,13061,"Monica,Rachel,Joey","person,potted_plant"
103,13061,13126,Monica,
104,13126,13151,Rachel,
105,13151,13409,Monica,
106,13409,13582,Rachel,"chair,bottle"
107,13582,13662,"Monica,Rachel",
108,13662,13780,"Rachel,Chandler","person,chair,potted_plant,tie"
109,13780,13838,"Monica,Rachel,Chandler",person
110,13838,14295,"Ross,Chandler","person,tie,couch"
111,14373,14521,Ross,"tie,chair"
112,14614,14810,Ross,tie
113,14870,15376,"Ross,Joey",sofa
114,15376,15528,"Ross,Joey","table,dining_table,oven"
115,15528,15626,Ross,
116,15626,15699,Joey,
117,15699,15864,Ross,
118,15864,16039,Joey,
119,16039,16069,Ross,
120,16069,16152,Joey,
121,16152,16251,Ross,
122,16251,16436,Joey,
123,16436,16639,Ross,
124,16639,16707,"Ross,Joey","dining_table,oven,cup"
125,16707,16778,Ross,
126,16778,16975,"Ross,Joey","chair,potted_plant"
127,16975,17071,"Ross,Joey",
128,17071,17112,Ross,
129,17112,17137,Joey,
130,17137,17215,Ross,
131,17215,17254,"Ross,Joey",
132,17254,17301,Ross,
133,17301,17558,"Ross,Joey",
134,17558,17699,Ross,
135,17699,17738,"Ross,Joey",
136,17738,19243,"Ross,Joey,Chandler",tv
137,19243,19300,"Ross,Joey",
138,19300,19344,Chandler,
139,19344,19391,"Ross,Joey",
140,19391,19574,Chandler,
141,19574,19646,"Ross,Joey",
142,19646,19809,"Ross,Chandler","tv,person,chair"
143,19809,19886,"Ross,Joey","tv,chair"
144,19886,19914,Chandler,
145,19914,20198,"Ross,Joey,Chandler","cup,tv,dining_table,potted_plant,chair"
146,20198,20509,Chandler,"chair,bicycle"
147,20509,20545,"Ross,Joey",dining_table
148,20545,20756,Chandler,person
149,20756,20806,"Ross,Joey",dining_table
150,20806,20970,"Ross,Joey,Chandler","dining_table,cell_phone,oven,cup"
151,20970,21190,Chandler,
152,21190,21254,"Ross,Joey",
